,Date,Open,High,Low,Close,Adj Close,Volume
2564,2020-03-12,63.985001,67.5,62.0,62.057499,60.940624,418474000
2565,2020-03-13,66.222504,69.980003,63.237499,69.4925,68.241806,370732000
2566,2020-03-16,60.487499,64.769997,60.0,60.552502,59.462711,322423600
2567,2020-03-17,61.877499,64.402496,59.599998,63.215,62.07729,324056000
2568,2020-03-18,59.942501,62.5,59.279999,61.6675,60.557648,300233600
2569,2020-03-19,61.8475,63.209999,60.6525,61.195,60.093647,271857200
2570,2020-03-20,61.794998,62.9575,57.0,57.310001,56.278572,401693200
2571,2020-03-23,57.02,57.125,53.1525,56.092499,55.082973,336752800
2572,2020-03-24,59.09,61.922501,58.575001,61.720001,60.6092,287531200
2573,2020-03-25,62.6875,64.5625,61.075001,61.380001,60.275326,303602000
2574,2020-03-26,61.630001,64.669998,61.59,64.610001,63.447197,252087200
2575,2020-03-27,63.1875,63.967499,61.762501,61.935001,60.820332,204216800
2576,2020-03-30,62.685001,63.880001,62.349998,63.702499,62.556019,167976400
2577,2020-03-31,63.900002,65.622498,63.0,63.572498,62.428352,197002000
2578,2020-04-01,61.625,62.18,59.782501,60.227501,59.143559,176218400
2579,2020-04-02,60.084999,61.287498,59.224998,61.232498,60.13047,165934000
2580,2020-04-03,60.700001,61.424999,59.7425,60.352501,59.266312,129880000
2581,2020-04-06,62.724998,65.777496,62.345001,65.6175,64.436554,201820400
2582,2020-04-07,67.699997,67.925003,64.75,64.857498,63.690231,202887200
2583,2020-04-08,65.684998,66.842499,65.307503,66.517502,65.320366,168895200
2584,2020-04-09,67.175003,67.517502,66.175003,66.997498,65.791718,161834800
2585,2020-04-13,67.077499,68.425003,66.457497,68.3125,67.083046,131022800
2586,2020-04-14,70.0,72.0625,69.512497,71.762497,70.47097,194994800
2587,2020-04-15,70.599998,71.582497,70.157501,71.107498,69.827751,131154400
2588,2020-04-16,71.845001,72.050003,70.587502,71.672501,70.382591,157125200
2589,2020-04-17,71.172501,71.737503,69.214996,70.699997,69.427589,215250000
2590,2020-04-20,69.487503,70.419998,69.212502,69.232498,67.986488,130015200
2591,2020-04-21,69.07,69.3125,66.357498,67.092499,65.88501,180991600
2592,2020-04-22,68.402496,69.474998,68.050003,69.025002,67.782738,116862400
2593,2020-04-23,68.967499,70.4375,68.717499,68.7575,67.520042,124814400
2594,2020-04-24,69.300003,70.752502,69.25,70.7425,69.469337,126161200
2595,2020-04-27,70.449997,71.135002,69.987503,70.792503,69.518433,117087600
2596,2020-04-28,71.269997,71.457497,69.550003,69.644997,68.391571,112004800
2597,2020-04-29,71.182503,72.417503,70.972504,71.932503,70.637917,137280800
2598,2020-04-30,72.489998,73.6325,72.087502,73.449997,72.12809,183064000
2599,2020-05-01,71.5625,74.75,71.462502,72.267502,70.966873,240616800
2600,2020-05-04,72.292503,73.422501,71.580002,73.290001,71.97097,133568000
2601,2020-05-05,73.764999,75.25,73.614998,74.389999,73.051163,147751200
2602,2020-05-06,75.114998,75.809998,74.717499,75.157501,73.804871,142333600
2603,2020-05-07,75.805,76.292503,75.4925,75.934998,74.568367,115215200
2604,2020-05-08,76.410004,77.587502,76.072502,77.532501,76.343231,133838400
2605,2020-05-11,77.025002,79.262497,76.809998,78.752502,77.54451,145946400
2606,2020-05-12,79.457497,79.922501,77.727501,77.852501,76.658302,162301200
2607,2020-05-13,78.037498,78.987503,75.802498,76.912498,75.732712,200622400
2608,2020-05-14,76.127502,77.447502,75.3825,77.385002,76.197975,158929200
2609,2020-05-15,75.087502,76.974998,75.052498,76.927498,75.747513,166348400
2610,2020-05-18,78.292503,79.125,77.580002,78.739998,77.532204,135178400
2611,2020-05-19,78.7575,79.629997,78.252502,78.285004,77.08419,101729600
2612,2020-05-20,79.169998,79.879997,79.129997,79.807503,78.583328,111504800
2613,2020-05-21,79.665001,80.222504,78.967499,79.212502,77.997437,102688800
2614,2020-05-22,78.942497,79.807503,78.837502,79.722504,78.499619,81803200
2615,2020-05-26,80.875,81.059998,79.125,79.182503,77.967918,125522000
2616,2020-05-27,79.035004,79.677498,78.272499,79.527496,78.307617,112945200
2617,2020-05-28,79.192497,80.860001,78.907501,79.5625,78.342094,133560800
2618,2020-05-29,79.8125,80.287498,79.1175,79.485001,78.265778,153532400
2619,2020-06-01,79.4375,80.587502,79.302498,80.462502,79.228279,80791200
2620,2020-06-02,80.1875,80.860001,79.732498,80.834999,79.595062,87642800
2621,2020-06-03,81.165001,81.550003,80.574997,81.279999,80.033226,104491200
2622,2020-06-04,81.097504,81.404999,80.195,80.580002,79.343971,87560400
2623,2020-06-05,80.837502,82.9375,80.807503,82.875,81.603767,137250400
2624,2020-06-08,82.5625,83.400002,81.830002,83.364998,82.086243,95654400
2625,2020-06-09,83.035004,86.402496,83.002502,85.997498,84.678368,147712400
2626,2020-06-10,86.974998,88.692497,86.522499,88.209999,86.856918,166651600
2627,2020-06-11,87.327499,87.764999,83.870003,83.974998,82.686882,201662400
2628,2020-06-12,86.18,86.949997,83.555,84.699997,83.400764,200146000
2629,2020-06-15,83.3125,86.419998,83.144997,85.747498,84.432205,138808800
2630,2020-06-16,87.864998,88.300003,86.18,88.019997,86.66983,165428800
2631,2020-06-17,88.787498,88.849998,87.772499,87.897499,86.54921,114406400
2632,2020-06-18,87.852501,88.362503,87.305,87.932503,86.583702,96820400
2633,2020-06-19,88.660004,89.139999,86.287498,87.43,86.088905,264476000
2634,2020-06-22,87.834999,89.864998,87.787498,89.717499,88.341301,135445200
2635,2020-06-23,91.0,93.095001,90.567497,91.6325,90.226936,212155600
2636,2020-06-24,91.25,92.197502,89.629997,90.014999,88.634254,192623200
2637,2020-06-25,90.175003,91.25,89.392502,91.209999,89.810913,137522400
2638,2020-06-26,91.102501,91.330002,88.254997,88.407501,87.051414,205256800
2639,2020-06-29,88.3125,90.542503,87.82,90.445,89.057655,130646000
2640,2020-06-30,90.019997,91.495003,90.0,91.199997,89.801071,140223200
2641,2020-07-01,91.279999,91.839996,90.977501,91.027496,89.631218,110737200
2642,2020-07-02,91.962502,92.6175,90.910004,91.027496,89.631218,114041600
2643,2020-07-06,92.5,93.945,92.467499,93.462502,92.02887,118655600
2644,2020-07-07,93.852501,94.654999,93.057503,93.172501,91.743317,112424400
2645,2020-07-08,94.18,95.375,94.089996,95.342499,93.880035,117092000
2646,2020-07-09,96.262497,96.317497,94.672501,95.752502,94.283737,125642800
2647,2020-07-10,95.334999,95.980003,94.705002,95.919998,94.448669,90257200
2648,2020-07-13,97.264999,99.955002,95.2575,95.477501,94.012947,191649200
2649,2020-07-14,94.839996,97.254997,93.877502,97.057503,95.568718,170989200
2650,2020-07-15,98.989998,99.247498,96.489998,97.724998,96.225983,153198000
2651,2020-07-16,96.5625,97.404999,95.904999,96.522499,95.041931,110577600
2652,2020-07-17,96.987503,97.147499,95.839996,96.327499,94.849922,92186800
2653,2020-07-20,96.417503,98.5,96.0625,98.357498,96.848778,90318000
2654,2020-07-21,99.172501,99.25,96.7425,97.0,95.512093,103433200
2655,2020-07-22,96.692497,97.974998,96.602501,97.272499,95.780418,89001600
2656,2020-07-23,96.997498,97.077499,92.010002,92.845001,91.420845,197004400
2657,2020-07-24,90.987503,92.970001,89.144997,92.614998,91.194366,185438800
2658,2020-07-27,93.709999,94.904999,93.480003,94.809998,93.355682,121214000
2659,2020-07-28,94.3675,94.550003,93.247498,93.252502,91.82209,103625600
2660,2020-07-29,93.75,95.230003,93.712502,95.040001,93.582184,90329200
2661,2020-07-30,94.1875,96.297501,93.767502,96.190002,94.714523,158130000
2662,2020-07-31,102.885002,106.415001,100.824997,106.260002,104.630058,374336800
2663,2020-08-03,108.199997,111.637497,107.892502,108.9375,107.266495,308151200
2664,2020-08-04,109.1325,110.790001,108.387497,109.665001,107.982857,173071600
2665,2020-08-05,109.377502,110.392502,108.897499,110.0625,108.374229,121776800
2666,2020-08-06,110.404999,114.412498,109.797501,113.902496,112.155319,202428800
2667,2020-08-07,113.205002,113.675003,110.292503,111.112503,109.605385,198045600
2668,2020-08-10,112.599998,113.775002,110.0,112.727501,111.198486,212403600
2669,2020-08-11,111.970001,112.482498,109.107498,109.375,107.891457,187902400
2670,2020-08-12,110.497498,113.275002,110.297501,113.010002,111.477142,165598000
2671,2020-08-13,114.43,116.042503,113.927498,115.010002,113.450035,210082000
2672,2020-08-14,114.830002,115.0,113.044998,114.907501,113.348923,165565200
2673,2020-08-17,116.0625,116.087502,113.962502,114.607498,113.052979,119561600
2674,2020-08-18,114.352501,116.0,114.0075,115.5625,113.995033,105633600
2675,2020-08-19,115.982498,117.162498,115.610001,115.707497,114.138062,145538000
2676,2020-08-20,115.75,118.392502,115.732498,118.275002,116.670738,126907200
2677,2020-08-21,119.262497,124.8675,119.25,124.370003,122.683083,338054800
2678,2020-08-24,128.697495,128.785004,123.9375,125.857498,124.150383,345937600
2679,2020-08-25,124.697502,125.18,123.052498,124.824997,123.131897,211495600
2680,2020-08-26,126.18,126.9925,125.082497,126.522499,124.806374,163022400
2681,2020-08-27,127.142502,127.485001,123.832497,125.010002,123.314392,155552400
2682,2020-08-28,126.012497,126.442497,124.577499,124.807503,123.114647,187630000
2683,2020-08-31,127.580002,131.0,126.0,129.039993,127.289711,225702700
2684,2020-09-01,132.759995,134.800003,130.529999,134.179993,132.360001,151948100
2685,2020-09-02,137.589996,137.979996,127.0,131.399994,129.617706,200119000
2686,2020-09-03,126.910004,128.839996,120.5,120.879997,119.240417,257599600
2687,2020-09-04,120.07,123.699997,110.889999,120.959999,119.319313,332607200
2688,2020-09-08,113.949997,118.989998,112.68,112.82,111.289726,231366600
2689,2020-09-09,117.260002,119.139999,115.260002,117.32,115.728706,176940500
2690,2020-09-10,120.360001,120.5,112.5,113.489998,111.950645,182274400
2691,2020-09-11,114.57,115.230003,110.0,112.0,110.480858,180860300
2692,2020-09-14,114.720001,115.93,112.800003,115.360001,113.795273,140150100
2693,2020-09-15,118.330002,118.830002,113.610001,115.540001,113.972847,184642000
2694,2020-09-16,115.230003,116.0,112.040001,112.129997,110.609077,154679000
2695,2020-09-17,109.720001,112.199997,108.709999,110.339996,108.843369,178011000
2696,2020-09-18,110.400002,110.879997,106.089996,106.839996,105.390839,287104900
2697,2020-09-21,104.540001,110.190002,103.099998,110.080002,108.586899,195713800
2698,2020-09-22,112.68,112.860001,109.160004,111.809998,110.293434,183055400
2699,2020-09-23,111.620003,112.110001,106.769997,107.120003,105.667046,150718700
2700,2020-09-24,105.169998,110.25,105.0,108.220001,106.752121,167743300
2701,2020-09-25,108.43,112.440002,107.669998,112.279999,110.757057,149981400
2702,2020-09-28,115.010002,115.32,112.779999,114.959999,113.400703,137672400
2703,2020-09-29,114.550003,115.309998,113.57,114.089996,112.542511,99382200
2704,2020-09-30,113.790001,117.260002,113.620003,115.809998,114.239174,142675200
2705,2020-10-01,117.639999,117.720001,115.830002,116.790001,115.205894,116120400
2706,2020-10-02,112.889999,115.370003,112.220001,113.019997,111.487015,144712000
2707,2020-10-05,113.910004,116.650002,113.550003,116.5,114.91983,106243800
2708,2020-10-06,115.699997,116.120003,112.25,113.160004,111.625122,161498200
2709,2020-10-07,114.620003,115.550003,114.129997,115.080002,113.519089,96849000
2710,2020-10-08,116.25,116.400002,114.589996,114.970001,113.410568,83477200
2711,2020-10-09,115.279999,117.0,114.919998,116.970001,115.383446,100506900
2712,2020-10-12,120.059998,125.18,119.279999,124.400002,122.712669,240226800
2713,2020-10-13,125.269997,125.389999,119.650002,121.099998,119.45742,262330500
2714,2020-10-14,121.0,123.029999,119.620003,121.190002,119.546196,150712000
2715,2020-10-15,118.720001,121.199997,118.150002,120.709999,119.072701,112559200
2716,2020-10-16,121.279999,121.550003,118.809998,119.019997,117.405632,115393800
2717,2020-10-19,119.959999,120.419998,115.660004,115.980003,114.406868,120639300
2718,2020-10-20,116.199997,118.980003,115.629997,117.510002,115.916122,124423700
2719,2020-10-21,116.669998,118.709999,116.449997,116.870003,115.284798,89946000
2720,2020-10-22,117.449997,118.040001,114.589996,115.75,114.179985,101988000
2721,2020-10-23,116.389999,116.550003,114.279999,115.040001,113.479614,82572600
2722,2020-10-26,114.010002,116.550003,112.879997,115.050003,113.489487,111850700
2723,2020-10-27,115.489998,117.279999,114.540001,116.599998,115.018463,92276800
2724,2020-10-28,115.050003,115.43,111.099998,111.199997,109.691696,143937800
2725,2020-10-29,112.370003,116.93,112.199997,115.32,113.755814,146129200
2726,2020-10-30,111.059998,111.989998,107.720001,108.860001,107.383453,190272600
2727,2020-11-02,109.110001,110.68,107.32,108.769997,107.294655,122866900
2728,2020-11-03,109.660004,111.489998,108.730003,110.440002,108.942017,107624400
2729,2020-11-04,114.139999,115.589996,112.349998,114.949997,113.390846,138235500
2730,2020-11-05,117.949997,119.620003,116.870003,119.029999,117.415497,126387100
2731,2020-11-06,118.32,119.199997,116.129997,118.690002,117.282112,114457900
2732,2020-11-09,120.5,121.989998,116.050003,116.32,114.940231,154515300
2733,2020-11-10,115.550003,117.589996,114.129997,115.970001,114.59436,138023400
2734,2020-11-11,117.190002,119.629997,116.440002,119.489998,118.072617,112295000
2735,2020-11-12,119.620003,120.529999,118.57,119.209999,117.795929,103162300
2736,2020-11-13,119.440002,119.669998,117.870003,119.260002,117.845329,81581900
2737,2020-11-16,118.919998,120.989998,118.150002,120.300003,118.873016,91183000
2738,2020-11-17,119.550003,120.669998,118.959999,119.389999,117.973808,74271000
2739,2020-11-18,118.610001,119.82,118.0,118.029999,116.629936,76322100
2740,2020-11-19,117.589996,119.059998,116.809998,118.639999,117.232704,74113000
2741,2020-11-20,118.639999,118.769997,117.290001,117.339996,115.948105,73604300
2742,2020-11-23,117.18,117.620003,113.75,113.849998,112.499512,127959300
2743,2020-11-24,113.910004,115.849998,112.589996,115.169998,113.803856,113874200
2744,2020-11-25,115.550003,116.75,115.169998,116.029999,114.653656,76499200
2745,2020-11-27,116.57,117.489998,116.220001,116.589996,115.207016,46691300
2746,2020-11-30,116.970001,120.970001,116.809998,119.050003,117.637825,169410200
2747,2020-12-01,121.010002,123.470001,120.010002,122.720001,121.264313,127728200
2748,2020-12-02,122.019997,123.370003,120.889999,123.080002,121.620033,89004200
2749,2020-12-03,123.519997,123.779999,122.209999,122.940002,121.481689,78967600
2750,2020-12-04,122.599998,122.860001,121.519997,122.25,120.799866,78260400
2751,2020-12-07,122.309998,124.57,122.25,123.75,122.282089,86712000
2752,2020-12-08,124.370003,124.980003,123.089996,124.379997,122.904602,82225500
2753,2020-12-09,124.529999,125.949997,121.0,121.779999,120.335449,115089200
2754,2020-12-10,120.5,123.870003,120.150002,123.239998,121.77813,81312200
2755,2020-12-11,122.43,122.760002,120.550003,122.410004,120.95797,86939800
2756,2020-12-14,122.599998,123.349998,121.540001,121.779999,120.335449,79184500
2757,2020-12-15,124.339996,127.900002,124.129997,127.879997,126.363091,157243700
2758,2020-12-16,127.410004,128.369995,126.559998,127.809998,126.293922,98208600
2759,2020-12-17,128.899994,129.580002,128.039993,128.699997,127.17334,94359800
2760,2020-12-18,128.960007,129.100006,126.120003,126.660004,125.157562,192541500
2761,2020-12-21,125.019997,128.309998,123.449997,128.229996,126.708923,121251600
2762,2020-12-22,131.610001,134.410004,129.649994,131.880005,130.315643,168904800
2763,2020-12-23,132.160004,132.429993,130.779999,130.960007,129.406555,88223700
2764,2020-12-24,131.320007,133.460007,131.100006,131.970001,130.404556,54930100
2765,2020-12-28,133.990005,137.339996,133.509995,136.690002,135.068573,124486200
2766,2020-12-29,138.050003,138.789993,134.339996,134.869995,133.270157,121047300
2767,2020-12-30,135.580002,135.990005,133.399994,133.720001,132.133835,96452100
2768,2020-12-31,134.080002,134.740005,131.720001,132.690002,131.116058,99116600
2769,2021-01-04,133.520004,133.610001,126.760002,129.410004,127.874969,143301900
2770,2021-01-05,128.889999,131.740005,128.429993,131.009995,129.455948,97664900
2771,2021-01-06,127.720001,131.050003,126.379997,126.599998,125.098274,155088000
2772,2021-01-07,128.360001,131.630005,127.860001,130.919998,129.36705,109578200
2773,2021-01-08,132.429993,132.630005,130.229996,132.050003,130.483658,105158200
2774,2021-01-11,129.190002,130.169998,128.5,128.979996,127.450035,100384500
2775,2021-01-12,128.5,129.690002,126.860001,128.800003,127.272186,91951100
2776,2021-01-13,128.759995,131.449997,128.490005,130.889999,129.337387,88636800
2777,2021-01-14,130.800003,131.0,128.759995,128.910004,127.380875,90221800
2778,2021-01-15,128.779999,130.220001,127.0,127.139999,125.631874,111598500
2779,2021-01-19,127.779999,128.710007,126.940002,127.830002,126.313683,90757300
2780,2021-01-20,128.660004,132.490005,128.550003,132.029999,130.463882,104319500
2781,2021-01-21,133.800003,139.669998,133.589996,136.869995,135.246445,120150900
2782,2021-01-22,136.279999,139.850006,135.020004,139.070007,137.420364,114459400
2783,2021-01-25,143.070007,145.089996,136.539993,142.919998,141.224701,157611700
2784,2021-01-26,143.600006,144.300003,141.369995,143.160004,141.461838,98390600
2785,2021-01-27,143.429993,144.300003,140.410004,142.059998,140.374893,140843800
2786,2021-01-28,139.520004,141.990005,136.699997,137.089996,135.463837,142621100
2787,2021-01-29,135.830002,136.740005,130.210007,131.960007,130.394669,177523800
2788,2021-02-01,133.75,135.380005,130.929993,134.139999,132.548843,106239800
2789,2021-02-02,135.729996,136.309998,134.610001,134.990005,133.388763,83305400
2790,2021-02-03,135.759995,135.770004,133.610001,133.940002,132.351181,89880900
2791,2021-02-04,136.300003,137.399994,134.589996,137.389999,135.760284,84183100
2792,2021-02-05,137.350006,137.419998,135.860001,136.759995,135.339706,75693800
2793,2021-02-08,136.029999,136.960007,134.919998,136.910004,135.488144,71297200
2794,2021-02-09,136.619995,137.880005,135.850006,136.009995,134.597504,76774200
2795,2021-02-10,136.479996,136.990005,134.399994,135.389999,133.983932,73046600
2796,2021-02-11,135.899994,136.389999,133.770004,135.130005,133.726639,64280000
2797,2021-02-12,134.350006,135.529999,133.690002,135.369995,133.964142,60145100
2798,2021-02-16,135.490005,136.009995,132.789993,133.190002,131.806778,80576300
2799,2021-02-17,131.25,132.220001,129.470001,130.839996,129.481186,97918500
2800,2021-02-18,129.199997,130.0,127.410004,129.710007,128.362915,96856700
2801,2021-02-19,130.240005,130.710007,128.800003,129.869995,128.521255,87668800
2802,2021-02-22,128.009995,129.720001,125.599998,126.0,124.691444,103916400
2803,2021-02-23,123.760002,126.709999,118.389999,125.860001,124.552902,158273000
2804,2021-02-24,124.940002,125.559998,122.230003,125.349998,124.048203,111039900
2805,2021-02-25,124.68,126.459999,120.540001,120.989998,119.733475,148199500
2806,2021-02-26,122.589996,124.849998,121.199997,121.260002,120.000679,164560400
2807,2021-03-01,123.75,127.93,122.790001,127.790001,126.46286,116307900
2808,2021-03-02,128.410004,128.720001,125.010002,125.120003,123.820595,102260900
2809,2021-03-03,124.809998,125.709999,121.839996,122.059998,120.792358,112966300
2810,2021-03-04,121.75,123.599998,118.620003,120.129997,118.882401,178155000
2811,2021-03-05,120.980003,121.940002,117.57,121.419998,120.158997,153766600
2812,2021-03-08,120.93,121.0,116.209999,116.360001,115.151558,154376600
2813,2021-03-09,119.029999,122.059998,118.790001,121.089996,119.832436,129525800
2814,2021-03-10,121.690002,122.169998,119.449997,119.980003,118.733963,111943300
2815,2021-03-11,122.540001,123.209999,121.260002,121.959999,120.693405,103026500
2816,2021-03-12,120.400002,121.169998,119.160004,121.029999,119.773056,88105100
2817,2021-03-15,121.410004,124.0,120.419998,123.989998,122.702316,92403800
2818,2021-03-16,125.699997,127.220001,124.720001,125.57,124.265907,115227900
2819,2021-03-17,124.050003,125.860001,122.339996,124.760002,123.464325,111932600
2820,2021-03-18,122.879997,123.18,120.32,120.529999,119.278244,121229700
2821,2021-03-19,119.900002,121.43,119.68,119.989998,118.743851,185549500
2822,2021-03-22,120.330002,123.870003,120.260002,123.389999,122.108551,111912300
2823,2021-03-23,123.330002,124.239998,122.139999,122.540001,121.26738,95467100
2824,2021-03-24,122.82,122.900002,120.07,120.089996,118.842819,88530500
2825,2021-03-25,119.540001,121.660004,119.0,120.589996,119.337624,98844700
2826,2021-03-26,120.349998,121.480003,118.919998,121.209999,119.951195,94071200
2827,2021-03-29,121.650002,122.580002,120.730003,121.389999,120.129326,80819200
2828,2021-03-30,120.110001,120.400002,118.860001,119.900002,118.6548,85671900
2829,2021-03-31,121.650002,123.519997,121.150002,122.150002,120.881432,118323800
2830,2021-04-01,123.660004,124.18,122.489998,123.0,121.722603,75089100
2831,2021-04-05,123.870003,126.160004,123.07,125.900002,124.592484,88651200
2832,2021-04-06,126.5,127.129997,125.650002,126.209999,124.899261,80171300
2833,2021-04-07,125.830002,127.919998,125.139999,127.900002,126.571709,83466700
2834,2021-04-08,128.949997,130.389999,128.520004,130.360001,129.006149,88844600
2835,2021-04-09,129.800003,133.039993,129.470001,133.0,131.618729,106686700
2836,2021-04-12,132.520004,132.850006,130.630005,131.240005,129.877029,91420000
2837,2021-04-13,132.440002,134.660004,131.929993,134.429993,133.033875,91266500
2838,2021-04-14,134.940002,135.0,131.660004,132.029999,130.658829,87222800
2839,2021-04-15,133.820007,135.0,133.639999,134.5,133.103165,89347100
2840,2021-04-16,134.300003,134.669998,133.279999,134.160004,132.766693,84922400
2841,2021-04-19,133.509995,135.470001,133.339996,134.839996,133.439636,94264200
2842,2021-04-20,135.020004,135.529999,131.809998,133.110001,131.7276,94812300
2843,2021-04-21,132.360001,133.75,131.300003,133.5,132.113541,68847100
2844,2021-04-22,133.039993,134.149994,131.410004,131.940002,130.569748,84566500
2845,2021-04-23,132.160004,135.119995,132.160004,134.320007,132.925034,78657500
2846,2021-04-26,134.830002,135.059998,133.559998,134.720001,133.320892,66905100
2847,2021-04-27,135.009995,135.410004,134.110001,134.389999,132.994293,66015800
2848,2021-04-28,134.309998,135.020004,133.080002,133.580002,132.192749,107760100
2849,2021-04-29,136.470001,137.070007,132.449997,133.479996,132.09375,151101000
2850,2021-04-30,131.779999,133.559998,131.070007,131.460007,130.094742,109839500
2851,2021-05-03,132.039993,134.070007,131.830002,132.539993,131.163498,75135100
2852,2021-05-04,131.190002,131.490005,126.699997,127.849998,126.522224,137564700
2853,2021-05-05,129.199997,130.449997,127.970001,128.100006,126.769646,84000900
2854,2021-05-06,127.889999,129.75,127.129997,129.740005,128.392609,78128300
2855,2021-05-07,130.850006,131.259995,129.479996,130.210007,129.076614,78973300
2856,2021-05-10,129.410004,129.539993,126.809998,126.849998,125.745842,88071200
2857,2021-05-11,123.5,126.269997,122.769997,125.910004,124.814026,126142800
2858,2021-05-12,123.400002,124.639999,122.25,122.769997,121.701355,112172300
2859,2021-05-13,124.580002,126.150002,124.260002,124.970001,123.88221,105861300
2860,2021-05-14,126.25,127.889999,125.849998,127.449997,126.340614,81918000
2861,2021-05-17,126.82,126.93,125.169998,126.269997,125.170898,74244600
2862,2021-05-18,126.559998,126.989998,124.779999,124.849998,123.76326,63342900
2863,2021-05-19,123.160004,124.919998,122.860001,124.690002,123.604645,92612000
2864,2021-05-20,125.230003,127.720001,125.099998,127.309998,126.201836,76857100
2865,2021-05-21,127.82,128.0,125.209999,125.43,124.338196,79295400
2866,2021-05-24,126.010002,127.940002,125.940002,127.099998,125.993668,63092900
2867,2021-05-25,127.82,128.320007,126.32,126.900002,125.795403,72009500
2868,2021-05-26,126.959999,127.389999,126.419998,126.849998,125.745842,56575900
2869,2021-05-27,126.440002,127.639999,125.080002,125.279999,124.189514,94625600
2870,2021-05-28,125.57,125.800003,124.550003,124.610001,123.525337,71311100
2871,2021-06-01,125.080002,125.349998,123.940002,124.279999,123.198212,67637100
2872,2021-06-02,124.279999,125.239998,124.050003,125.059998,123.971428,59278900
2873,2021-06-03,124.68,124.849998,123.129997,123.540001,122.464653,76229200
2874,2021-06-04,124.07,126.160004,123.849998,125.889999,124.794197,75169300
2875,2021-06-07,126.169998,126.32,124.830002,125.900002,124.804115,71057600
2876,2021-06-08,126.599998,128.460007,126.209999,126.739998,125.636803,74403800
2877,2021-06-09,127.209999,127.75,126.519997,127.129997,126.023392,56877900
2878,2021-06-10,127.019997,128.190002,125.940002,126.110001,125.012291,71186400
2879,2021-06-11,126.529999,127.440002,126.099998,127.349998,126.241486,53522400
2880,2021-06-14,127.82,130.539993,127.07,130.479996,129.344254,96906500
2881,2021-06-15,129.940002,130.600006,129.389999,129.639999,128.511551,62746300
2882,2021-06-16,130.369995,130.889999,128.460007,130.149994,129.017105,91815000
2883,2021-06-17,129.800003,132.550003,129.649994,131.789993,130.642822,96721700
2884,2021-06-18,130.710007,131.509995,130.240005,130.460007,129.324417,108953300
2885,2021-06-21,130.300003,132.410004,129.210007,132.300003,131.148407,79663300
2886,2021-06-22,132.130005,134.080002,131.619995,133.979996,132.813766,74783600
2887,2021-06-23,133.770004,134.320007,133.229996,133.699997,132.536224,60214200
2888,2021-06-24,134.449997,134.639999,132.929993,133.410004,132.248734,68711000
2889,2021-06-25,133.460007,133.889999,132.809998,133.110001,131.951355,70783700
2890,2021-06-28,133.410004,135.25,133.350006,134.779999,133.606827,62111300
2891,2021-06-29,134.800003,136.490005,134.350006,136.330002,135.143311,64556100
2892,2021-06-30,136.169998,137.410004,135.869995,136.960007,135.767853,63261400
2893,2021-07-01,136.600006,137.330002,135.759995,137.270004,136.075134,52485800
2894,2021-07-02,137.899994,140.0,137.75,139.960007,138.741745,78852600
2895,2021-07-06,140.070007,143.149994,140.070007,142.020004,140.783783,108181800
2896,2021-07-07,143.539993,144.889999,142.660004,144.570007,143.31163,104911600
2897,2021-07-08,141.580002,144.059998,140.669998,143.240005,141.99321,105575500
2898,2021-07-09,142.75,145.649994,142.649994,145.110001,143.846909,99890800
2899,2021-07-12,146.210007,146.320007,144.0,144.5,143.242203,76299700
2900,2021-07-13,144.029999,147.460007,143.630005,145.639999,144.372269,100827100
2901,2021-07-14,148.100006,149.570007,147.679993,149.149994,147.851715,127050800
2902,2021-07-15,149.240005,150.0,147.089996,148.479996,147.187561,106820300
2903,2021-07-16,148.460007,149.759995,145.880005,146.389999,145.115768,93251400
2904,2021-07-19,143.75,144.070007,141.669998,142.449997,141.210037,121434600
2905,2021-07-20,143.460007,147.100006,142.960007,146.149994,144.877838,96350000
2906,2021-07-21,145.529999,146.130005,144.630005,145.399994,144.134354,74993500
2907,2021-07-22,145.940002,148.199997,145.809998,146.800003,145.522202,77338200
2908,2021-07-23,147.550003,148.720001,146.919998,148.559998,147.266861,71447400
2909,2021-07-26,148.270004,149.830002,147.699997,148.990005,147.69313,72434100
2910,2021-07-27,149.119995,149.210007,145.550003,146.770004,145.492462,104818600
2911,2021-07-28,144.809998,146.970001,142.539993,144.979996,143.718018,118931200
2912,2021-07-29,144.690002,146.550003,144.580002,145.639999,144.372269,56699500
2913,2021-07-30,144.380005,146.330002,144.110001,145.860001,144.590363,70440600
2914,2021-08-02,146.360001,146.949997,145.25,145.520004,144.253326,62880000
2915,2021-08-03,145.809998,148.039993,145.179993,147.360001,146.077301,64786600
2916,2021-08-04,147.270004,147.789993,146.279999,146.949997,145.670868,56368300
2917,2021-08-05,146.979996,147.839996,146.169998,147.059998,145.779922,46397700
2918,2021-08-06,146.350006,147.110001,145.630005,146.139999,145.084991,54126800
2919,2021-08-09,146.199997,146.699997,145.520004,146.089996,145.035339,48908700
2920,2021-08-10,146.440002,147.710007,145.300003,145.600006,144.548874,69023100
2921,2021-08-11,146.050003,146.720001,145.529999,145.860001,144.807007,48493500
2922,2021-08-12,146.190002,149.050003,145.839996,148.889999,147.81514,72282600
2923,2021-08-13,148.970001,149.440002,148.270004,149.100006,148.023636,59375000
2924,2021-08-16,148.539993,151.190002,146.470001,151.119995,150.029022,103296000
2925,2021-08-17,150.229996,151.679993,149.089996,150.190002,149.105759,92229700
